Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,213,8345.6775036,0.0578005228501176,-1.53807282190154,0.0605329163178918,5.08044902095341e-25,0.94579632352309
2000s,232,14893.10443818,-0.0860196387550494,-1.4211534736567,0.0408659017989587,4.70506053730318e-32,0.967209749493483
2010s,199,19351.49367844,-0.272767954750202,-1.32500856617836,0.0512138967879678,4.69174520207201e-29,0.935696985379667
2020s,87,26755.32117308,-0.577340112799339,-1.09312668335164,0.0401302030643112,2.55175776230268e-28,0.946427914302917
