Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000s,381,11120.63,-0.542657816065961,-1.35115307044343,0.033227870011612,9.99313271919127e-43,0.967808011561717
2010s,394,15904.62,-0.569149806480544,-1.28397730787343,0.0279618983946158,3.89439926525958e-46,0.974128425888986
2020s,266,22298.4,-0.722776703150602,-1.16344105676603,0.0318333440716749,1.04861838384949e-42,0.957012270053119
