Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000s,500,12524.6896108296,-0.601605869590879,-1.38369926446187,0.0369263101833298,7.67549265412922e-41,0.962306662850795
2010s,428,16789.3134732107,-0.611015494009513,-1.33275528936732,0.0338050206878517,1.41065940761544e-43,0.964026831039594
2020s,258,24317.3931457182,-0.752770695560219,-1.21676779957276,0.0355739783243706,1.3315120064042e-40,0.95198977392405
