Row,count,area,alfa,beta,betaErr,pBeta,R2
Human,185,12546.9396691824,-0.516529469042552,-1.27409490028089,0.0337085666108798,1.71284345381741e-39,0.964880065785448
Natural,37,2694.55128653442,-0.62279120099425,-0.929573497112965,0.0431494690313326,1.1638013377968e-17,0.948886265269604
