Row,count,area,alfa,beta,betaErr,pBeta,R2,Prob_500,Prob_5000
<100 km^2,244,2225.9741132451,-0.270063593308762,-1.54626509252068,0.0756526820687711,2.13031056209333e-21,0.920661625585685,0,0
<1000 km^2,251,3875.81568724956,-0.321019529213842,-1.49893721821061,0.0553112317989802,3.12991813745178e-28,0.945905063504488,4.29926168641877e-05,0
Full size,251,3875.81568724956,-0.321019529213843,-1.49893721821061,0.0553112317989796,3.12991813745053e-28,0.945905063504488,4.29926168641877e-05,1.36287699945947e-06
