Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000s,3278,22273.86,-0.375912693401131,-1.78559415086315,0.0199026834567717,8.77763611481804e-65,0.992723241470436
2010s,2909,25879.62,-0.410853437834059,-1.68840748550724,0.0180762641797703,4.72372497068249e-64,0.993509031569619
2020s,1613,31899.58,-0.496568362812594,-1.52254238659372,0.0236764566923212,9.24174586056428e-58,0.985463329839782
