Row,count,area,alfa,beta,betaErr,pBeta,R2,Prob_500,Prob_5000
<100 km^2,321,3832.57098778744,-0.349308298303401,-1.39031593220899,0.0441697222630614,7.9195636101417e-29,0.963063080846094,0,0
<1000 km^2,339,8238.48044481514,-0.343786886180535,-1.43367891775279,0.031630798788276,1.14234335826845e-41,0.976704303356194,6.12007464215502e-05,0
Full size,339,8238.48044481514,-0.343786886180535,-1.43367891775279,0.0316307987882773,1.14234335827063e-41,0.976704303356194,6.12007464215503e-05,2.25464308150851e-06
