Row,count,area,alfa,beta,betaErr,pBeta,R2,Prob_500,Prob_5000
<100 km^2,553,3953.37383652254,-0.108465646561643,-1.74878352234556,0.0519989897605535,2.4278284315852e-29,0.968323308339999,0,0
<1000 km^2,560,5005.58643638453,-0.110694820980692,-1.75431951640849,0.0396784229705168,1.75697612344057e-37,0.978476627229727,1.42708363595477e-05,0
Full size,560,5005.58643638453,-0.110694820980692,-1.75431951640849,0.0396784229705168,1.75697612344057e-37,0.978476627229727,1.42708363595477e-05,2.51263792040859e-07
