Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000s,4892,25173.2372761511,-0.553053028490674,-1.76776664423485,0.0269582283610198,4.18104592896963e-56,0.986691103982569
2010s,4045,26179.3424778917,-0.585500587742498,-1.702196963037,0.0280958707910329,3.85742466024489e-54,0.98444447790549
2020s,2768,30650.4679839839,-0.806905130965034,-1.56861712806218,0.0323496886507483,1.34231056675291e-51,0.973904640206934
