Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2000s,4392,12648.5476653217,-0.557241502115092,-1.86949410298174,0.0341608323719306,2.74437219520442e-46,0.983579433614681
2010s,3617,9390.02900468121,-0.550265080532188,-1.85544532433513,0.032913799312545,4.18642796401084e-44,0.98573156936182
2020s,2510,6333.07483826602,-0.721352565260796,-1.78223244506126,0.0480020779897159,1.76436232278252e-36,0.967029247997211
