Row,count,area,alfa,beta,betaErr,pBeta,R2
Urban-edge,621,34177.9655333307,-0.377580137380592,-1.3988808305192,0.0200865508917562,2.35934626718942e-58,0.987981503898239
Wildland,801,8505.19807041502,-0.148219020716013,-1.71043014726739,0.0274063323882668,2.36534647048521e-45,0.988578716132077
