Row,count,area,alfa,beta,betaErr,pBeta,R2
1990s,899,13244.0668811997,-0.170543008658046,-1.65249169800482,0.0295560033266545,9.56926172361203e-47,0.984256862208035
2000s,971,25946.7409815989,-0.226313782621365,-1.56780898048732,0.0265507057890017,3.95011469156834e-52,0.984193548400329
2010s,747,27470.4597944106,-0.302112265476572,-1.47516410980547,0.0222635946723856,1.24911959119165e-55,0.987183115445329
2020s,407,33813.0965132267,-0.441066098351573,-1.36859331534672,0.0243858217423,7.29967148113887e-55,0.980695793144926
