Row,count,area,alfa,beta,betaErr,pBeta,R2
Urban-edge,134,22413.6089538154,-0.795977738354438,-1.04587794241373,0.0329687287860495,1.3550340706654e-36,0.949074371014157
Wildland,687,16817.3012359196,-0.275757866931787,-1.50268721095449,0.0327940352370715,1.6604971350175e-42,0.976740428697097
