Row,count,area,alfa,beta,betaErr,pBeta,R2
Human,801,8505.19807041502,-0.148219020716013,-1.71043014726739,0.0274063323882668,2.36534647048521e-45,0.988578716132077
Natural,687,16817.3012359196,-0.275757866931787,-1.50268721095449,0.0327940352370715,1.6604971350175e-42,0.976740428697097
