Row,count,area,alfa,beta,betaErr,pBeta,R2,Prob_500,Prob_5000
<100 km^2,280,3827.41101299702,-0.41109641536014,-1.30606651991601,0.0431342150964014,3.27258769486642e-28,0.960202161815939,0,0
<1000 km^2,317,13550.3713822335,-0.444436088159305,-1.33234909028925,0.0325340249027091,8.4848732867529e-42,0.969366035922539,9.11157977339991e-05,0
Full size,318,14645.7997281935,-0.441039691642811,-1.33716191127787,0.0311687155909847,2.09995443077062e-43,0.971496077480026,8.91251797746836e-05,4.10051596950005e-06
