Row,count,area,alfa,beta,betaErr,pBeta,R2
Urban-edge,1041,49323.65,0.302922045032648,-1.34993752477546,0.0243296248217938,3.33950890971256e-55,0.979946671155755
Wildland,6759,30729.4100000001,0.466572412562336,-1.89900384394379,0.0265563707834333,5.95093236833941e-56,0.989358517231917
