ndviM,elevation,slope,vs,vd,ppt,tmean,vpdmax,tmin,tmax,ignition
NaN,1875.25608333131,11.6443006836504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,799.571670031457,22.892676562916,2.8106663903,322,353.5611315378,26.0696652081824,33.127295797176,18.5727624120377,33.5672455310108,1
NaN,671.659594914252,14.0401225822594,1.7000000477,47,308.7715945646,20.467628311715,28.4019901276943,12.5713716665772,28.3644642716366,NaN
NaN,655.422942990747,14.8968887210764,3.4160688126,295.5795837387,259.0075437249,25.7850793573546,35.1911876971269,17.9993842308617,33.5712719805528,NaN
NaN,1741.5550804546,12.1964617575953,2.6080996397,250,188.5584184994,20.5071410128849,36.5274633074173,10.2496567227533,30.7654486156889,0
NaN,1587.85026103465,2.61494381224368,2.9253349554,280.3079598484,234.5344367537,21.4542024663419,36.1451983998984,11.9179596698202,30.9916648455489,0
NaN,256.486997155628,13.2785743922237,3.3389954716,325,208.0640008738,25.4775013923645,41.1924991607666,16.897500038147,34.0590000152588,NaN
NaN,2090.40470887687,29.1743550635886,2.0999999046,243,540.4069237245,18.5701961583325,23.9253118618144,11.435633658768,25.7055596851309,0
NaN,2456.51246537396,9.77644939644955,1.7999999523,21,282.8170653641,17.5138359458694,28.8429115774658,8.40794179581414,26.6207338944395,0
NaN,97.0113065326633,2.24794978223479,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1638.31089765271,24.6751118152437,1.7666666508,299,169.2349998176,22.3381259441376,30.4041249752045,16.225625038147,28.4513750076294,0
NaN,1156.96052631579,13.6001518588681,3.3500000238,203,268.0695991593,25.6456706252287,56.5066995164138,13.9101414980007,37.3818166749805,1
NaN,438.651747655584,17.6546351840683,1.8945101452,150,270.3378884819,22.8609956598662,36.7500445469046,15.0688073363546,30.6543428786574,1
NaN,495.056308851224,20.9914104744539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,550.97026831037,17.6532375263885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1254.20615498702,23.6891440866411,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,1332.67889908257,16.1291996444994,1.8999999762,152,442.0624157083,21.9044918056521,31.6395988218203,13.8524589025175,29.9572799989745,0
NaN,1007.99802566634,11.9369028599718,2.9000000954,214,238.0961535021,28.6872989837429,48.7305633679952,22.0920400295011,35.2836843173611,NaN
NaN,577.396387355745,22.9747672296324,3.7999999523,305,155.0901770102,27.1828554020093,44.8882013094684,19.5062112260353,34.8606996512563,1
NaN,199.897702407002,18.7629721215896,5.2997352355,292.0943252829,79.8840007149,15.885000705719,8.51274991035461,11.8275001049042,19.9430003166199,1
NaN,1794.42303968278,19.3192107277011,2.0600000143,302,438.7417998146,20.9170508384705,32.6833998680115,12.419450044632,29.415650177002,0
NaN,2158.56191555682,16.7983164093251,2.5854298739,220,886.4175019587,18.5092036765544,24.5653051126555,11.6023009664092,25.4173461678386,0
NaN,618.692572214581,18.2670945070619,1.9257898448,339,428.4962862998,27.3070038716597,44.8687682057679,18.2965360161012,36.3182899136931,NaN
NaN,111.008141682055,6.81178363398736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1823.55931342677,15.6948841401572,2.2999999523,213,799.2790885991,21.983620665059,30.3912778704375,14.856667685918,29.1113216666404,0
NaN,600.355388813097,13.1155078070287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1479.89113056719,5.93979822994867,1.655604024,247,327.2829995416,20.4842510223389,34.6430006027222,10.4124999046326,30.5570001602173,0
NaN,1531.5149156939,2.53622441795859,2.3254587384,263,341.8019092574,20.736911462352,32.2856244767461,11.3061540022689,30.1689734277211,0
NaN,558.713880091733,16.7675204440777,2.2250549498,232.5728748267,450.8377552674,18.7315613871587,24.9227665005089,10.3136123293854,27.1507707161662,1
NaN,2358.30143903055,17.4780591972348,2.9500000477,131,469.0645019411,17.5781260728836,30.8286249637604,6.828125,28.3296246528625,0
NaN,1272.97626611,13.1648172832461,2.042916046,277.9195935839,755.7080125857,16.5886694740393,22.744999967203,8.53513934606029,24.6433733653024,1
NaN,140.176781319407,10.6021741890175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,107.466522225328,2.85410830660976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,177.990349031275,4.80991855126171,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1410.79890848027,6.42032286063517,2.4660150068,62.2150809724,189.9833815276,19.824714611588,28.6636598645282,11.5770451724348,28.0731321954838,0
NaN,145.857739337906,2.98173702687976,3.107030161,255,513.6653489627,24.5066498184967,40.8486978618564,14.8134604017626,34.200744014348,1
NaN,150.852501624431,10.4996324316335,3.2999999523,281,261.1756692433,23.0106057580161,25.8225885059371,14.9175421815022,31.1046007532743,1
NaN,1773.91982932854,6.45841431866703,2.5,123,237.0709201356,20.7018009604511,39.1834803684817,9.98936390197137,31.4154849507674,0
NaN,1533.76175,2.60564436473697,2.2999999523,228,223.9091370529,23.086049603194,43.6968232307106,12.261370019554,33.9118111296035,0
NaN,86.8189355442632,2.52902022036807,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,271.950933172787,9.11442589675497,4.3000001907,298,234.3711627498,23.0572057246717,32.5425154826341,14.9599696687393,31.1557914004488,1
NaN,228.66833385433,10.6461593549246,3.7999999523,284,249.7795149939,23.6143026881419,39.2201452736565,13.4957306612437,33.7337213428876,1
NaN,143.373633440514,10.7774519274377,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,771.594254032258,7.61762195780513,2.7110948396,312,245.6203077632,23.4096896542644,48.0880079100977,11.5903887444304,35.2302016781602,NaN
NaN,82.6826196473552,5.66358165201973,4.5,308,372.193307632,20.5336406060144,28.3899741889022,11.7924799056549,29.2753668530625,1
NaN,368.938035264484,13.0972217732473,3.9000000954,318,468.0749931589,30.2987396623564,59.2876922957072,21.4225189692314,39.1763320876387,1
NaN,88.2960140679953,4.17209283749006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,129.614715719064,4.66648930626171,3.7000000477,319,372.174242057,26.2025948271746,46.1101782986479,16.4807483874794,35.9256322260208,1
NaN,1557.70818505338,7.11834675247559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,1330.98319606959,25.8376245138777,4.774060847,268.0331327463,497.5034973696,24.9642510414124,38.4116253852844,17.9278746843338,32.0019996166229,1
NaN,676.868506704856,19.7285012971562,2.4727859339,291,725.4774582884,26.0383471988777,38.2785539267083,18.0270739676545,34.0510642675636,NaN
NaN,172.364844903988,17.8131487446054,2.3935401449,286.580103317,543.3229081611,20.7973474805218,18.0124292189285,14.9276043392128,26.6679502033133,NaN
NaN,897.996858489219,21.0313367096506,3.8537475165,302,294.0463204232,17.0167535663323,20.8853020532167,9.82165739938586,24.212811854412,1
NaN,1118.95035252644,17.3006905817003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,772.736399682791,12.2695363631757,2.2999999523,225,412.5341126467,20.6971226622204,26.0110580712447,13.4287461106108,27.9664559755546,1
NaN,307.037616023449,7.37509690439385,2,309,287.0503490935,20.8139172669566,30.416298667353,12.2296281712175,29.3991041462927,0
NaN,1045.06807790008,21.0896744494414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1205.60845789282,4.68481600263933,2.5938945402,271.944157066,474.8751396672,24.2211639620785,40.6089526618649,15.510089009202,32.9333618312808,1
NaN,413.557037557038,16.52746529362,3.0088754229,277.9556228963,463.5943336126,17.5535442946482,19.062518662926,11.184400172051,23.9238137338102,1
NaN,478.113506916192,21.728848823403,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1
NaN,979.330409356725,11.9248306253923,2.7999999523,267,458.4135293482,20.2915049551063,28.589198184798,11.1654412953486,29.4188703172709,1
NaN,233.004633529907,15.8791441168595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,264.658896289248,18.5159740357542,4.6999998093,52,622.0091479874,17.7675058087378,24.9101037315463,10.0582237260415,25.477720442828,NaN
NaN,812.209577754892,11.8674384410331,2.7758290035,240,469.630791033,22.9559199216549,35.0795253762618,14.4814937098642,31.4315939576488,1
NaN,1037.98702185792,19.0924460012975,3.2181869376,227.363740096,497.7182858949,16.4471927024761,24.3678853864602,7.69176879541719,25.2037706720648,1
NaN,2395.79939050936,25.2146760893273,1.7381687382,331,1175.2493448805,12.9795478477585,16.6299289669792,5.27281245182032,20.6867545039985,0
NaN,236.884695072516,5.56883348912637,3.1318357875,248.2041031169,286.7039461227,18.7245463486155,26.5200321021482,10.9132391513682,26.5368460152947,1
NaN,482.062362530728,17.8020924904982,5.1852847975,331,503.1780436654,17.0213625285598,26.6020456491904,6.90076675986121,27.1427910541845,NaN
NaN,715.674204575335,22.2941231009461,2.2999999523,293.8499571774,738.8830672328,22.2072888429544,33.9667561854692,13.5520548673656,30.8636531307841,1
NaN,2586.61471442401,19.4367735706133,2.297885851,205,703.879865567,16.8930627225034,27.7717693356893,7.26119417756239,26.5260710308868,0
NaN,185.999325691167,8.5383971825855,4.9000000954,320,497.7960120729,24.9913599944844,49.3087395320658,14.4729362825691,35.5103649841428,NaN
NaN,321.581049203415,7.54969846439995,4,332,324.4869986089,26.285901260376,43.4500999450684,16.5249499797821,36.0478498458862,0
NaN,229.05529976489,3.33082868495144,3.25,247,208.0487435398,19.008460470259,28.7913170635892,10.1035066102426,27.9143929605061,1
NaN,364.498432601881,3.72208257002837,4.3300361119,18,241.2919016103,24.7503097714343,42.1219762390065,15.7171627795748,33.7840045389451,NaN
NaN,354.60397249809,14.8271214795782,6.6953397993,139.2709591489,299.9565003803,18.1496425161409,25.550561380778,9.73806412446257,26.5622222284765,1
