ndviM,elevation,slope,vs,vd,ppt,tmean,vpdmax,tmin,tmax,ignition
NaN,1377.45825879547,11.1311437860887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,355.278810408922,13.3681552265084,2.7000000477,259,486.7384682417,21.5750875438444,37.5027609336166,9.74529682829066,33.4058563740441,NaN
NaN,1496.67701170786,11.4885522619795,2.5,260.0494765007,689.8525958095,23.3470677990144,36.7223286930162,15.3518647091596,31.3435195030764,NaN
NaN,309.926232017141,7.58979519217395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1328.6932797243,20.1603006049862,3.7000000477,150,2339.3669479853,2.65011489552109,7.2728298732198,-2.3320169561193,7.63247700568439,1
NaN,1879.55474894132,16.7884395677288,5.1363461839,263.273073722,607.4945104094,14.8748240497893,25.5164294657276,3.9933829375272,25.7570191397887,NaN
NaN,2684.94363256785,10.2223109509601,2.4000000954,155,884.4639685523,12.1990886179863,13.5107523338786,6.50556708258432,17.8935920502811,0
NaN,383.981103928394,17.1764726001327,1.6000000238,211.7042015018,672.7525076171,21.3313231547553,30.9610977163346,11.2468209112197,31.4173231347652,NaN
NaN,416.67688616369,17.1883695506868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1019.69255806703,25.8477716130322,3.462500006,250,1587.9519996646,26.7947154726301,50.1233927862985,17.0472142696381,36.5431786945888,0
NaN,1306.90853748137,27.8629257064383,2.0999999046,25,683.7854958109,20.5253758430481,32.4743752479553,12.4919999837875,28.5598750114441,0
NaN,2307.50730045425,10.5574897011021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,784.78732053278,23.9664498680661,4.0620553511,250,1252.485895938,27.0879924025758,51.6905750053643,17.1191564251373,37.0577033512368,0
NaN,392.24198732666,12.890349383946,2.4268639803,333.6568044743,422.4797052275,25.4131218812646,48.4726858158134,15.205437815411,35.6220589606691,1
NaN,250.044096103135,6.53497518610822,3.0999999046,199.7663547932,651.103384355,23.489638712463,38.337595659636,14.3200965062182,32.6603916108757,1
NaN,1915.45390187685,10.3161579911445,4.4787417267,224,316.6945741322,19.2386699597029,32.8358388667943,9.75277382312211,28.7253216045629,1
NaN,1350.7129750983,25.1735947505831,2.1786196674,20,873.6748494472,20.311735686986,32.7577480390595,12.0112459860822,28.6127758347676,0
NaN,345.841305998481,23.3529571247264,9.0012982414,332.1624145665,873.3050013278,21.5242509841919,34.3319997787476,11.3522500991821,31.6970000267029,NaN
NaN,592.867647058824,18.277055152341,1.9448103853,288.6836394485,424.4620023208,28.2180013656616,55.3540000915527,18.5114998817444,37.9252510070801,1
NaN,341.032672112019,17.1936400750067,2.9843850485,162,577.4360251731,23.160687073876,38.6679091342954,14.0856814460494,32.2368358332088,NaN
NaN,494.811944091487,8.48496088315526,2.2999999523,197,478.1152303154,25.1767933276756,45.9835129018964,15.2912561623819,35.0633881963128,1
NaN,223.074948665298,12.8582515900293,2.6723425867,170,360.0810009241,15.4877507686615,16.5227496623993,9.13550019264221,21.8410000801086,NaN
NaN,418.787323313959,15.9549019985327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,376.792559838508,11.5932810934581,4.0901524594,310.3298853442,1067.1978112124,24.7257415224613,39.172294766055,16.5428966211914,32.9093953463146,1
NaN,1062.7878725591,28.3515173966875,2.2999999523,18.5006221116,3029.0312610216,20.5156501914802,36.8827554287058,10.9745728850773,30.057231698305,1
NaN,1603.96139450326,23.8419269826779,6.0984537469,312,1461.7911378804,11.1207623408689,14.7065393548329,4.29149492315483,17.9513396872905,1
NaN,1197.70361041142,27.113820673937,3.5963491655,175,2705.2929382682,20.4657940993158,27.0211427998852,13.2709903348715,27.6613467365171,1
NaN,2433.62319676861,12.0330410633759,3,180,1913.6741805813,19.4934453268532,24.0643724209115,13.719618237831,25.268276774927,0
NaN,492.31575562701,16.7691809820976,3.6235590283,178,1270.4426459657,20.7247295028428,35.1003904709943,11.2184177925742,30.232282127902,1
NaN,303.993486499289,12.5528138674944,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,957.237007179746,22.8175648027345,2.5999999642,308.6666666667,1080.6220028394,29.48670129776,55.3193496704102,20.6511499404907,38.3233499526978,0
NaN,64.3473178394862,1.4671481825676,5.6440621153,259.1780636011,621.1549059978,13.5321179845183,20.6060711861531,5.02439226208228,22.0410227133564,1
NaN,2721.03065693431,13.3934645357223,2.9715021262,262,473.3226757851,17.7523060137665,24.7589540839625,10.0980900847249,25.4069331214866,0
NaN,1942.65704206951,21.2568981576724,1.8545540869,294.0388985939,1142.6734203022,21.9524860917551,27.5751667351041,15.8089784522237,28.096966146009,0
NaN,1437.69009647568,20.9453886365741,2.812360306,294,815.1909971803,24.3073761463165,37.9433746337891,17.3404998779297,31.275000333786,1
NaN,1023.59506714533,15.4601831636741,2.4577646883,79,1316.6824956929,27.4417599757832,50.9008104314981,18.0187977430314,36.8662001695241,0
NaN,2356.60703106188,15.2754209942195,2.359947179,243.5310396489,1440.9039480246,7.07348001117366,7.10639460860053,2.13898866525592,12.0086984577643,0
NaN,1488.89429012346,18.4127929721993,2.8283511889,263,1152.4991568079,19.7278954140218,31.1714803937676,11.1752528163926,28.2813586271022,1
NaN,609.965606329727,18.1716299878652,3.5403722062,272,590.303002838,23.4035005569458,32.1732497215271,16.0737504959106,30.7345004081726,1
NaN,2177.84254498715,10.9147716502259,2.2000000477,81.9170490319,1410.3835680057,20.4090391532645,27.0134239624857,13.9362123007,26.8827858529555,0
NaN,293.090663058187,9.83427735851808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,2231.79359211337,7.66167297438751,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
NaN,1521.33108361455,27.7211645806064,2.326440159,13,1972.4293180477,24.3015841859944,38.873116739135,16.7101832848041,31.8939984292519,0
NaN,1413.82093663912,23.9633606276799,3.0999999046,60.9354623999,2383.1467623688,24.3976577356186,40.7965597093079,16.1810305788056,32.6157690471755,0
NaN,1058.33597390494,16.4125818150797,2.0553466809,30,1307.6990016624,27.720751285553,49.500750541687,19.0220003128052,36.4209995269775,0
NaN,2519.1804670913,16.2637907419319,1.7000000477,306,1724.9373986908,17.5139377552053,25.0693969944612,9.41499677233603,25.6135201655164,0
NaN,1054.93233600401,18.3716025865941,4.7481711405,254,317.8722072548,25.5013116193222,40.348218033112,17.2175260863764,33.7859685488909,1
NaN,709.4803759685,28.6883515763219,3.0620781172,205,350.1775490516,23.9183123693473,39.2507504135529,15.2203244592358,32.6172978040677,0
NaN,1810.24020016681,19.4523747495257,3.2000000477,153,219.060484141,24.8007111050737,39.8092029592554,16.974530861517,32.6278242122453,NaN
NaN,2076.86752637749,12.2197270383371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2095.71004676665,14.2516998730635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0
NaN,2498.0343218927,16.0336233201682,2.0442123434,3,578.869999565,10.5093278725276,15.443088970477,3.2682511189377,17.751436141102,0
NaN,1137.64499252616,26.0909546606788,4.1986784428,190.9075042611,2301.2799248789,18.9846156604609,27.4757427036321,11.3076095544541,26.6623514140116,1
NaN,1038.75731382979,21.9897208070343,3.7000000477,165,1177.0196066007,26.5668961800967,47.847149434639,17.1253040105472,36.0097358975254,1
NaN,1841.14856451222,28.631464848959,3.625,228.25,500.5590012249,17.3682508468628,19.1664167245229,10.6893332799276,24.0480834643046,1
NaN,616.892578125,23.4163268683187,2.5999999046,133,501.2819303252,23.7302117193519,24.3095368123624,19.1504297015926,28.3110443013984,1
NaN,993.549125507206,25.7932111759994,4.0999999046,278,3182.1487332524,18.3886055812818,24.3262460726159,9.59948720896173,27.1789936645342,NaN
NaN,500.378551948623,19.0534609056495,2.8112453698,193,1185.1681625642,20.8312427187765,30.5152484249461,12.6542737835217,29.0094288855049,1
NaN,752.04665176402,21.0019948433591,3.0540934941,295,3280.9966483358,18.2331978288752,23.2086738507897,9.38938688580081,27.0782158401683,NaN
NaN,466.420857196803,17.8628666931495,2.8725761742,355,839.0424273229,22.7653699349447,37.0768703757217,12.5440500359198,32.9879166970275,NaN
NaN,856.451609322974,29.9701431515413,4.7888241106,274,1873.2255399089,19.6154117508963,26.9292162971393,10.2835618894138,28.9482172939352,NaN
NaN,944.892100509115,17.8667085976471,3.5999999046,304,2862.3558919057,18.485470961977,21.1524285417608,10.0542096468043,26.917744512491,NaN
NaN,372.480893300248,7.77813145065722,3.2930372196,14.7911178207,1443.4701161219,24.7542167580836,37.3147092796935,16.4114564746951,33.0977251989734,1
NaN,807.120404411765,25.2605342869154,2.8829762942,285,3507.5759493694,18.0986030138261,22.7825745993537,9.79374434815728,26.4041612328679,NaN
NaN,678.862105042896,28.1546224991406,4.8000001907,339,3097.3483816397,17.1104505981867,24.4540622787907,8.22457762854204,25.9972450316385,1
NaN,849.435234616465,15.897705147125,3.4605075724,302,2916.6341795729,18.5772959855189,21.7727536677749,9.85476128493443,27.3008276261026,NaN
NaN,1068.92403265886,17.6421454792481,2.6884489229,295.4620450657,3564.5274316861,18.0586104959651,19.7248899759357,10.9088532073146,25.209202759334,NaN
