binCenter,probDensity
-0.675,1.38737840281026
-0.375,0.427118359425204
-0.175,-0.196194129203338
-0.075,-0.408375635353888
0.025,-0.722671247079799
0.125,-0.95263078506315
0.175,-1.023315383923
0.225,-1.2881592319707
0.275,-1.3381592319707
0.325,-1.50734563968991
0.375,-1.58082673553943
0.425,-1.39473754680846
0.475,-1.93609924064273
0.525,-1.68506924497875
0.575,-1.8899712049645
0.625,-2.24100120062848
0.675,-1.77437140462514
0.725,-1.98197925798681
0.775,-2.33300925365079
0.825,-2.38300925365079
0.875,-2.29470655548451
0.925,-2.54100120062848
0.975,-2.65794799025909
1.025,-2.58300925365079
1.075,-2.69100120062848
1.125,-3.10897798592307
1.175,-2.63609924064274
1.225,-3.08403924931477
1.275,-3.43506924497876
1.375,-2.99100120062848
1.425,-3.18712923630672
1.475,-3.23712923630672
1.525,-3.50897798592308
1.575,-3.33712923630672
1.625,-4.08609924064274
1.675,-3.53403924931477
1.725,-4.18609924064273
1.775,-3.75897798592308
1.825,-4.28609924064273
1.875,-4.03506924497876
1.925,-4.08506924497875
2.025,-4.18506924497875
2.075,-4.53609924064273
2.125,-4.58609924064274
2.175,-4.15897798592307
2.325,-4.78609924064273
2.475,-4.93609924064274
2.525,-4.68506924497875
2.675,-5.13609924064273
