binCenter,probDensity
-0.675,1.08192181125046
-0.375,0.0617625078445033
-0.175,-0.187455514825679
-0.075,-0.430123018394411
0.025,-0.831153014058392
0.125,-0.681275540841792
0.175,-1.03230553650577
0.225,-1.08230553650577
0.275,-1.3364255191617
0.325,-1.30724427311407
0.375,-1.05621427745009
0.425,-1.00930426444204
0.475,-1.63333553216975
0.525,-1.03012301839441
0.575,-1.18926748781948
0.625,-1.78333553216975
0.675,-1.95827426877805
0.725,-1.70724427311407
0.775,-2.05827426877805
0.825,-1.80724427311407
0.875,-1.68115301405839
0.925,-2.20827426877805
0.975,-1.65621427745009
1.025,-1.78539552349772
1.075,-1.93230553650577
1.125,-2.10724427311407
1.175,-2.33333553216976
1.225,-2.38333553216975
1.275,-2.13230553650577
1.325,-2.24029748348346
1.375,-2.53333553216976
1.425,-2.88436552783373
1.475,-2.45724427311407
1.525,-2.98436552783374
1.575,-3.03436552783373
1.625,-2.78333553216976
1.675,-2.83333553216975
1.725,-2.70724427311407
1.775,-3.05827426877806
1.825,-3.10827426877805
1.875,-3.03333553216976
1.925,-3.38436552783373
1.975,-3.0364255191617
2.025,-3.18333553216975
2.075,-3.83539552349771
2.125,-3.88539552349772
2.175,-3.33333553216975
2.225,-3.98539552349772
2.325,-4.08539552349771
2.375,-3.83436552783374
2.425,-3.70827426877805
2.525,-3.98436552783373
2.575,-4.33539552349771
2.725,-4.48539552349772
2.775,-4.23436552783373
2.825,-4.10827426877806
3.025,-4.78539552349771
