binCenter,probDensity
0.025,-0.417418738203122
0.0750000000000001,-0.710456786889417
0.125,-0.433097852503087
0.175,-0.71354677388136
0.225,-0.860456786889414
0.275,-0.734365527833735
0.325,-0.822154088723135
0.375,-0.959304264442036
0.425,-1.06045678688942
0.475,-1.01354677388136
0.525,-1.2184487338671
0.575,-1.33539552349772
0.625,-1.20930426444204
0.675,-1.51457676954534
0.725,-1.48539552349771
0.775,-1.8364255191617
0.825,-1.8864255191617
0.875,-1.51045678688942
0.925,-1.68539552349772
0.975,-1.61045678688941
1.025,-1.78539552349772
1.075,-2.0114867825534
1.125,-2.36251677821738
1.175,-2.2364255191617
1.225,-1.72215408872313
1.275,-2.2114867825534
1.325,-2.2614867825534
1.375,-2.21457676954534
1.425,-2.4864255191617
1.475,-2.4114867825534
1.525,-2.28539552349772
1.575,-2.5114867825534
1.625,-2.86251677821738
1.675,-2.91251677821738
1.725,-2.56457676954534
1.775,-2.61457676954534
1.825,-2.8864255191617
1.875,-2.71457676954534
1.925,-3.46354677388136
1.975,-2.9114867825534
2.025,-2.9614867825534
2.075,-3.13642551916169
2.125,-2.8184487338671
2.175,-2.8684487338671
2.225,-3.2864255191617
2.275,-3.3364255191617
2.325,-3.56251677821738
2.375,-3.91354677388136
2.425,-3.4864255191617
2.475,-3.4114867825534
2.525,-4.06354677388136
2.575,-3.5114867825534
2.725,-3.96251677821738
2.775,-4.31354677388136
2.975,-4.51354677388136
3.025,-4.56354677388136
3.075,-4.61354677388136
3.225,-4.76354677388136
