binCenter,probDensity
0.625,-0.847793521396673
0.675,-1.1019135040526
0.725,-1.30681546403834
0.775,-1.08797015174576
0.825,-1.47376225366895
0.875,-1.18797015174576
0.925,-1.31052081889437
0.975,-1.28797015174576
1.025,-1.49767099461327
1.075,-1.65681546403834
1.125,-1.70681546403834
1.175,-1.82376225366896
1.225,-1.80681546403834
1.275,-1.85681546403834
1.325,-1.97376225366895
1.375,-2.50088350838862
1.425,-2.00681546403834
1.475,-2.20294349971658
1.525,-2.17376225366896
1.575,-2.15681546403834
1.625,-2.27376225366896
1.675,-2.62479224933293
1.725,-2.54985351272463
1.775,-2.50294349971658
1.825,-2.95088350838861
1.875,-2.52376225366896
1.975,-2.92479224933293
2.025,-2.84985351272463
2.075,-3.02479224933293
2.125,-3.25088350838862
2.175,-2.99985351272463
2.225,-3.17479224933294
2.275,-3.7019135040526
2.325,-3.27479224933293
2.375,-3.50088350838862
2.425,-3.37479224933293
2.475,-3.42479224933294
2.525,-3.9519135040526
2.575,-3.70088350838861
2.625,-4.0519135040526
2.775,-4.2019135040526
2.825,-3.64985351272464
3.025,-4.4519135040526
