binCenter,probDensity
-0.675,0.765043264985651
-0.375,0.0114031061155126
-0.175,-0.236901573459043
-0.075,-0.391259235781636
0.025,-0.764260507845373
0.125,-0.65340714253048
0.175,-1.03919924445367
0.225,-1.02225245482306
0.275,-1.31529050350935
0.325,-1.18919924445367
0.375,-1.06310798539799
0.425,-0.863230512181392
0.475,-1.51529050350935
0.525,-1.05340714253048
0.575,-1.01323051218139
0.625,-1.48919924445367
0.675,-1.6183804905013
0.725,-1.58919924445367
0.775,-2.11632049917334
0.825,-1.68919924445367
0.875,-1.8183804905013
0.925,-2.09022924011765
0.975,-1.47122245915908
1.025,-1.82225245482306
1.075,-2.0183804905013
1.125,-1.86426050784537
1.175,-1.86310798539799
1.225,-2.39022924011765
1.275,-1.91735049483732
1.325,-2.36529050350935
1.375,-2.23919924445368
1.425,-2.59022924011765
1.475,-2.33919924445367
1.525,-2.86632049917334
1.575,-2.61529050350935
1.625,-2.48919924445368
1.675,-2.84022924011765
1.725,-2.6683804905013
1.775,-2.94022924011766
1.825,-2.86529050350935
1.875,-2.91529050350936
1.925,-3.09022924011765
1.975,-2.83919924445367
2.025,-2.9683804905013
2.075,-3.24022924011765
2.125,-3.76735049483732
2.175,-3.21529050350935
2.225,-3.86735049483732
2.275,-3.91735049483732
2.325,-3.96735049483731
2.375,-3.71632049917334
2.425,-3.76632049917333
2.675,-4.01632049917333
2.725,-4.36735049483732
2.775,-4.41735049483732
2.825,-4.46735049483732
3.025,-4.66735049483732
