x_fit,y_fit
-0.675,0.0685475691513948
-0.632070707070707,0.0163125878566046
-0.589141414141414,-0.0359223934381857
-0.546212121212121,-0.0881573747329759
-0.503282828282828,-0.140392356027766
-0.460353535353535,-0.192627337322556
-0.417424242424242,-0.244862318617347
-0.374494949494949,-0.297097299912137
-0.331565656565657,-0.349332281206927
-0.288636363636364,-0.401567262501717
-0.245707070707071,-0.453802243796508
-0.202777777777778,-0.506037225091298
-0.159848484848485,-0.558272206386088
-0.116919191919192,-0.610507187680879
-0.0739898989898989,-0.662742168975669
-0.031060606060606,-0.714977150270459
0.0118686868686869,-0.767212131565249
0.0547979797979798,-0.819447112860039
0.0977272727272728,-0.87168209415483
0.140656565656566,-0.92391707544962
0.183585858585859,-0.97615205674441
0.226515151515152,-1.0283870380392
0.269444444444444,-1.08062201933399
0.312373737373737,-1.13285700062878
0.35530303030303,-1.18509198192357
0.398232323232323,-1.23732696321836
0.441161616161616,-1.28956194451315
0.484090909090909,-1.34179692580794
0.527020202020202,-1.39403190710273
0.569949494949495,-1.44626688839752
0.612878787878788,-1.49850186969231
0.655808080808081,-1.5507368509871
0.698737373737374,-1.60297183228189
0.741666666666667,-1.65520681357668
0.78459595959596,-1.70744179487147
0.827525252525253,-1.75967677616626
0.870454545454545,-1.81191175746105
0.913383838383839,-1.86414673875584
0.956313131313131,-1.91638172005063
0.999242424242424,-1.96861670134543
1.04217171717172,-2.02085168264022
1.08510101010101,-2.07308666393501
1.1280303030303,-2.1253216452298
1.1709595959596,-2.17755662652459
1.21388888888889,-2.22979160781938
1.25681818181818,-2.28202658911417
1.29974747474747,-2.33426157040896
1.34267676767677,-2.38649655170375
1.38560606060606,-2.43873153299854
1.42853535353535,-2.49096651429333
1.47146464646465,-2.54320149558812
1.51439393939394,-2.59543647688291
1.55732323232323,-2.6476714581777
1.60025252525253,-2.69990643947249
1.64318181818182,-2.75214142076728
1.68611111111111,-2.80437640206207
1.7290404040404,-2.85661138335686
1.7719696969697,-2.90884636465165
1.81489898989899,-2.96108134594644
1.85782828282828,-3.01331632724123
1.90075757575758,-3.06555130853602
1.94368686868687,-3.11778628983081
1.98661616161616,-3.1700212711256
2.02954545454545,-3.22225625242039
2.07247474747475,-3.27449123371518
2.11540404040404,-3.32672621500997
2.15833333333333,-3.37896119630476
2.20126262626263,-3.43119617759955
2.24419191919192,-3.48343115889434
2.28712121212121,-3.53566614018913
2.33005050505051,-3.58790112148392
2.3729797979798,-3.64013610277871
2.41590909090909,-3.6923710840735
2.45883838383838,-3.74460606536829
2.50176767676768,-3.79684104666308
2.54469696969697,-3.84907602795787
2.58762626262626,-3.90131100925267
2.63055555555556,-3.95354599054745
2.67348484848485,-4.00578097184225
2.71641414141414,-4.05801595313704
2.75934343434343,-4.11025093443183
2.80227272727273,-4.16248591572662
2.84520202020202,-4.21472089702141
2.88813131313131,-4.2669558783162
2.93106060606061,-4.31919085961099
2.9739898989899,-4.37142584090578
3.01691919191919,-4.42366082220057
3.05984848484849,-4.47589580349536
3.10277777777778,-4.52813078479015
3.14570707070707,-4.58036576608494
3.18863636363636,-4.63260074737973
3.23156565656566,-4.68483572867452
3.27449494949495,-4.73707070996931
3.31742424242424,-4.7893056912641
3.36035353535354,-4.84154067255889
3.40328282828283,-4.89377565385368
3.44621212121212,-4.94601063514847
3.48914141414141,-4.99824561644326
3.53207070707071,-5.05048059773805
3.575,-5.10271557903284
