x_fit,y_fit
0.025,-0.7517537736293
0.0613636363636364,-0.792721559609936
0.0977272727272727,-0.833689345590572
0.134090909090909,-0.874657131571208
0.170454545454545,-0.915624917551844
0.206818181818182,-0.95659270353248
0.243181818181818,-0.997560489513116
0.279545454545455,-1.03852827549375
0.315909090909091,-1.07949606147439
0.352272727272727,-1.12046384745502
0.388636363636364,-1.16143163343566
0.425,-1.2023994194163
0.461363636363636,-1.24336720539693
0.497727272727273,-1.28433499137757
0.534090909090909,-1.3253027773582
0.570454545454545,-1.36627056333884
0.606818181818182,-1.40723834931948
0.643181818181818,-1.44820613530011
0.679545454545455,-1.48917392128075
0.715909090909091,-1.53014170726138
0.752272727272727,-1.57110949324202
0.788636363636364,-1.61207727922266
0.825,-1.65304506520329
0.861363636363636,-1.69401285118393
0.897727272727273,-1.73498063716457
0.934090909090909,-1.7759484231452
0.970454545454546,-1.81691620912584
1.00681818181818,-1.85788399510647
1.04318181818182,-1.89885178108711
1.07954545454545,-1.93981956706775
1.11590909090909,-1.98078735304838
1.15227272727273,-2.02175513902902
1.18863636363636,-2.06272292500965
1.225,-2.10369071099029
1.26136363636364,-2.14465849697093
1.29772727272727,-2.18562628295156
1.33409090909091,-2.2265940689322
1.37045454545455,-2.26756185491283
1.40681818181818,-2.30852964089347
1.44318181818182,-2.34949742687411
1.47954545454545,-2.39046521285474
1.51590909090909,-2.43143299883538
1.55227272727273,-2.47240078481601
1.58863636363636,-2.51336857079665
1.625,-2.55433635677729
1.66136363636364,-2.59530414275792
1.69772727272727,-2.63627192873856
1.73409090909091,-2.67723971471919
1.77045454545455,-2.71820750069983
1.80681818181818,-2.75917528668047
1.84318181818182,-2.8001430726611
1.87954545454545,-2.84111085864174
1.91590909090909,-2.88207864462237
1.95227272727273,-2.92304643060301
1.98863636363636,-2.96401421658365
2.025,-3.00498200256428
2.06136363636364,-3.04594978854492
2.09772727272727,-3.08691757452555
2.13409090909091,-3.12788536050619
2.17045454545455,-3.16885314648683
2.20681818181818,-3.20982093246746
2.24318181818182,-3.2507887184481
2.27954545454545,-3.29175650442874
2.31590909090909,-3.33272429040937
2.35227272727273,-3.37369207639001
2.38863636363636,-3.41465986237064
2.425,-3.45562764835128
2.46136363636364,-3.49659543433192
2.49772727272727,-3.53756322031255
2.53409090909091,-3.57853100629319
2.57045454545455,-3.61949879227382
2.60681818181818,-3.66046657825446
2.64318181818182,-3.7014343642351
2.67954545454545,-3.74240215021573
2.71590909090909,-3.78336993619637
2.75227272727273,-3.824337722177
2.78863636363636,-3.86530550815764
2.825,-3.90627329413828
2.86136363636364,-3.94724108011891
2.89772727272727,-3.98820886609955
2.93409090909091,-4.02917665208018
2.97045454545455,-4.07014443806082
3.00681818181818,-4.11111222404146
3.04318181818182,-4.15208001002209
3.07954545454545,-4.19304779600273
3.11590909090909,-4.23401558198336
3.15227272727273,-4.274983367964
3.18863636363636,-4.31595115394464
3.225,-4.35691893992527
3.26136363636364,-4.39788672590591
3.29772727272727,-4.43885451188654
3.33409090909091,-4.47982229786718
3.37045454545455,-4.52079008384782
3.40681818181818,-4.56175786982845
3.44318181818182,-4.60272565580909
3.47954545454545,-4.64369344178973
3.51590909090909,-4.68466122777036
3.55227272727273,-4.725629013751
3.58863636363636,-4.76659679973163
3.625,-4.80756458571227
