binCenter,probDensity
-0.675,1.13315981773708
-0.375,0.4071910854648
-0.175,-0.190053495545588
-0.075,-0.151435061646095
0.025,-0.547444255935025
0.125,-0.595737432861149
0.175,-0.791865468539387
0.225,-0.908812258169998
0.275,-0.95881225817
0.325,-1.19589890152714
0.375,-1.21371421815574
0.425,-1.07405015191079
0.475,-1.40548459151139
0.525,-1.26268763895285
0.575,-1.42417965183391
0.625,-1.59560181471937
0.675,-1.43799350421763
0.725,-1.60717991193683
0.775,-1.89454082773144
0.825,-1.82456551065469
0.875,-1.84560181471937
0.925,-2.13169100345034
0.975,-2.18169100345034
1.025,-2.20820990760082
1.075,-2.30651458717537
1.125,-2.4408354728754
1.175,-2.43284352589772
1.225,-2.5408354728754
1.275,-2.69557082339542
1.325,-2.61087224949796
1.375,-2.75778226250602
1.425,-2.9838735215617
1.475,-2.85778226250602
1.525,-3.0838735215617
1.575,-3.1338735215617
1.625,-3.60984225383398
1.675,-3.43799350421762
1.725,-3.2838735215617
1.825,-3.58799350421762
1.875,-4.33696350855365
1.925,-3.78490351722568
1.975,-4.13593351288966
2.025,-4.48696350855364
2.075,-4.53696350855364
2.175,-4.63696350855364
2.275,-4.73696350855364
2.375,-4.83696350855365
3.025,-5.48696350855364
