binCenter,probDensity
0.625,-0.918089251071653
0.675,-0.746240501455296
0.725,-0.925335197834753
0.775,-0.898946851971299
0.825,-1.06009730409397
0.875,-1.16808925107165
0.925,-1.23927855014159
0.975,-1.44418051012733
1.025,-1.68606603636625
1.075,-1.54418051012733
1.125,-1.62636519349873
1.175,-1.74891586064735
1.225,-1.84030854580557
1.275,-1.89030854580557
1.325,-1.98606603636625
1.375,-2.14521050579132
1.425,-1.89418051012733
1.475,-2.39133854146955
1.525,-2.18606603636625
1.575,-2.41215729542193
1.625,-2.63824855447761
1.675,-2.51215729542193
1.725,-2.56215729542193
1.775,-2.69133854146956
1.825,-2.83824855447761
1.925,-2.84133854146955
1.975,-3.28927855014159
2.025,-3.33927855014159
2.075,-3.38927855014159
2.125,-3.74030854580557
2.175,-3.31318729108591
2.225,-3.84030854580557
2.275,-3.89030854580557
2.425,-4.04030854580557
2.525,-4.14030854580557
2.575,-4.19030854580557
2.625,-3.93927855014159
2.975,-4.59030854580557
3.325,-4.94030854580557
