binCenter,probDensity
0.625,-0.862516778217379
0.675,-0.942480001594822
0.725,-0.992480001594821
0.775,-1.07466468496622
0.825,-1.23860803727306
0.875,-1.05815911589479
0.925,-1.25942679122544
0.975,-1.30942679122543
1.025,-1.8365480459451
1.075,-1.48860803727306
1.125,-1.6935099972588
1.175,-1.74350999725881
1.225,-1.68436552783373
1.275,-1.98963803293704
1.325,-1.83551805028111
1.375,-1.83436552783374
1.425,-2.2365480459451
1.475,-2.2865480459451
1.525,-2.63757804160908
1.575,-2.5114867825534
1.625,-2.33963803293704
1.675,-2.38963803293704
1.725,-2.43963803293704
1.775,-2.41045678688942
1.825,-2.93757804160908
1.875,-2.6865480459451
1.925,-3.03757804160908
1.975,-3.38860803727306
2.025,-3.13757804160908
2.075,-3.0114867825534
2.175,-3.58860803727306
2.225,-3.63860803727306
2.275,-3.0865480459451
2.425,-3.83860803727306
2.525,-3.93860803727306
2.575,-3.68757804160908
3.075,-4.48860803727306
