binCenter,probDensity
0.025,-0.375005206276041
0.0750000000000001,-0.531460537190328
0.125,-0.438793033621597
0.175,-0.544310361471428
0.225,-0.614513747559713
0.275,-0.707979441340805
0.325,-0.675005206276041
0.375,-1.04534035713541
0.425,-0.738793033621597
0.475,-1.23249053285431
0.525,-1.33364305530169
0.575,-1.08261305963771
0.625,-1.25755179624601
0.675,-1.2727896899868
0.725,-1.29060500661539
0.775,-1.20797944134081
0.825,-1.19431036147143
0.875,-1.74163500227938
0.925,-1.68249053285431
0.975,-1.84163500227938
1.025,-1.65755179624601
1.075,-1.94163500227938
1.125,-1.88249053285431
1.175,-1.98364305530169
1.225,-2.45961178757397
1.275,-2.03249053285431
1.325,-2.25858179190999
1.375,-2.30858179190999
1.425,-2.35858179190999
1.475,-2.48776303795761
1.525,-3.23673304229364
1.575,-2.68467305096567
1.625,-2.73467305096567
1.675,-2.54163500227938
1.725,-2.59163500227938
1.775,-2.88467305096567
1.825,-3.23570304662965
1.875,-2.98467305096567
1.925,-3.33570304662965
1.975,-3.68673304229363
2.025,-3.43570304662965
2.075,-3.30961178757397
2.175,-3.88673304229363
2.225,-3.63570304662965
2.275,-3.50961178757397
2.425,-4.13673304229363
2.525,-4.23673304229363
2.575,-3.98570304662965
2.775,-4.48673304229363
3.125,-4.83673304229364
