binCenter,probDensity
0.625,-1.62594477178032
0.725,-1.72594477178031
0.825,-1.1269747674443
0.875,-1.57491477611634
0.925,-1.62491477611634
0.975,-1.67491477611633
1.025,-1.42388478045236
1.075,-1.77491477611633
1.125,-1.82491477611633
1.275,-1.67388478045236
1.325,-1.84882351706065
1.375,-2.37594477178032
1.425,-2.12491477611633
1.475,-1.99882351706065
1.525,-2.52594477178032
1.575,-2.27491477611633
1.625,-2.62594477178032
1.725,-2.12388478045235
1.775,-2.77594477178032
1.825,-2.34882351706065
1.875,-2.39882351706066
1.975,-2.97594477178031
2.025,-2.72491477611633
2.075,-2.37697476744429
2.125,-3.12594477178032
2.275,-3.27594477178031
2.325,-3.02491477611633
2.375,-3.07491477611634
2.425,-3.42594477178031
2.475,-3.17491477611634
2.525,-3.22491477611633
2.575,-3.09882351706065
2.625,-3.62594477178032
2.675,-3.67594477178031
2.725,-3.72594477178032
2.775,-3.47491477611633
2.825,-3.52491477611634
2.925,-3.92594477178031
2.975,-3.67491477611634
3.125,-3.82491477611634
3.175,-4.17594477178032
3.225,-4.22594477178031
3.575,-4.57594477178031
3.625,-4.62594477178032
