binCenter,probDensity
0.025,-0.369859783394517
0.0750000000000001,-0.349278709108809
0.125,-0.445036199669485
0.175,-0.519859783394517
0.225,-0.557270656086494
0.275,-0.607270656086496
0.325,-0.90030870477279
0.375,-0.77421744571711
0.425,-0.979119405702852
0.475,-0.859977006602497
0.525,-1.12258509948394
0.575,-1.08961086441918
0.625,-1.08636535246595
0.675,-1.20891601961457
0.725,-1.48739534812993
0.775,-1.39606619533347
0.825,-1.49721871778085
0.875,-1.57524744138109
0.925,-1.5708897790585
0.975,-1.73739534812993
1.025,-1.99824871344483
1.075,-1.95133870043677
1.125,-2.00133870043677
1.175,-2.09709619099745
1.225,-2.19824871344483
1.275,-2.03739534812994
1.325,-2.42318745005313
1.375,-2.13739534812994
1.425,-2.52318745005313
1.475,-2.44824871344483
1.525,-2.49824871344483
1.575,-2.75236869610075
1.625,-3.02421744571711
1.675,-2.77318745005313
1.725,-2.64709619099744
1.775,-2.87318745005313
1.825,-3.00236869610075
1.875,-3.45030870477279
1.925,-3.32421744571711
1.975,-3.85133870043677
2.025,-3.90133870043677
2.075,-3.65030870477279
2.125,-3.52421744571711
2.175,-3.57421744571711
2.275,-3.85030870477279
2.425,-4.00030870477279
2.575,-4.45133870043677
2.975,-4.85133870043677
3.325,-5.20133870043677
