binCenter,probDensity
-0.675,1.31886204066479
-0.375,0.402608942191303
-0.175,-0.175261083705401
-0.075,-0.256972297993092
0.025,-0.730960175539601
0.125,-0.703381342765093
0.175,-1.01662277753967
0.225,-1.02523009238145
0.275,-1.15441133842907
0.325,-1.2726761699876
0.375,-1.37152473752542
0.425,-1.25238233842506
0.475,-1.81602042697049
0.525,-1.55370942089682
0.575,-1.62657230385632
0.625,-1.76765277320366
0.675,-1.68199017120358
0.725,-1.86765277320365
0.775,-2.03304619190572
0.825,-2.10235134710111
0.875,-2.13304619190572
0.925,-2.43083067561648
0.975,-2.39065404526739
1.025,-2.44065404526739
1.075,-2.54864599224508
1.125,-2.89967598790906
1.175,-2.71559278187569
1.225,-2.80338134276509
1.275,-2.94053151848399
1.325,-2.90338134276509
1.375,-3.2958040235873
1.425,-3.26662277753967
1.475,-3.3958040235873
1.525,-3.36662277753968
1.575,-3.59271403659535
1.625,-3.64271403659536
1.675,-3.69271403659535
1.725,-3.49967598790906
1.775,-4.09374403225934
1.825,-4.14374403225933
1.925,-4.06765277320365
2.025,-4.16765277320365
2.075,-4.21765277320365
2.175,-4.31765277320365
2.225,-4.84477402792332
2.275,-4.89477402792332
2.475,-5.09477402792332
3.025,-5.64477402792332
