binCenter,probDensity
0.025,-0.58058011318014
0.0750000000000001,-1.02852012185218
0.125,-0.476460130524216
0.175,-1.42955011751616
0.225,-0.438157432357932
0.275,-0.927490126188197
0.325,-1.1024288627965
0.375,-1.32852012185218
0.425,-1.0774901261882
0.475,-1.1274901261882
0.525,-1.08058011318014
0.575,-1.3524288627965
0.625,-1.4024288627965
0.675,-1.92955011751616
0.725,-1.97955011751616
0.775,-2.02955011751616
0.825,-1.6024288627965
0.875,-1.82852012185218
0.975,-1.92852012185218
1.025,-1.58058011318014
1.075,-1.85242886279649
1.175,-2.12852012185218
1.225,-2.00242886279649
1.275,-2.0524288627965
1.325,-1.9774901261882
1.375,-2.62955011751616
1.425,-2.20242886279649
1.475,-2.42852012185218
1.525,-2.47852012185218
1.575,-2.82955011751616
1.625,-2.57852012185218
1.675,-2.92955011751616
1.725,-2.50242886279649
1.775,-2.33058011318014
1.825,-2.77852012185218
1.875,-2.82852012185218
1.925,-2.87852012185218
1.975,-2.75242886279649
2.025,-2.97852012185218
2.075,-2.72749012618819
2.125,-3.37955011751616
2.175,-3.42955011751616
2.275,-3.22852012185218
2.325,-3.27852012185218
2.375,-3.0274901261882
2.425,-3.37852012185218
2.475,-3.72955011751616
2.525,-3.47852012185218
2.575,-3.35242886279649
2.625,-3.87955011751616
2.675,-3.62852012185218
2.725,-3.97955011751616
2.775,-3.72852012185218
2.825,-3.77852012185218
2.925,-4.17955011751616
2.975,-3.92852012185218
3.075,-4.32955011751616
3.125,-4.37955011751616
3.175,-4.42955011751616
3.225,-4.17852012185218
3.575,-4.82955011751616
3.625,-4.87955011751616
