binCenter,probDensity
0.625,-0.778443989914495
0.675,-0.779225967244313
0.725,-1.02111149348322
0.775,-0.983961317764326
0.825,-1.01465616256894
0.875,-1.04617275687493
0.925,-1.24593507720826
0.975,-1.27111149348322
1.025,-1.34593507720826
1.075,-1.22844398991449
1.125,-1.37535400292255
1.175,-1.94823274820289
1.225,-2.07741399425051
1.275,-1.92329401159459
1.325,-1.83499131342831
1.375,-2.32432400725857
1.425,-2.37432400725857
1.475,-2.54926274386687
1.525,-2.59926274386687
1.575,-2.34823274820289
1.625,-2.87535400292255
1.725,-2.79926274386687
1.775,-3.02535400292255
1.825,-3.37638399858653
1.875,-2.82432400725857
1.925,-3.47638399858653
1.975,-2.82741399425051
2.075,-3.62638399858653
2.175,-3.42535400292255
2.275,-3.82638399858653
